contrast,database,pathway,label,NES,pval,padj,size,dedup_kept,leadingEdge
PC2,Reactome,REACTOME_MITOTIC_PROMETAPHASE,Mitotic Prometaphase,-1.061,0.343,0.874,48,TRUE,Ncaph;Hsp90aa1;Ppp2r5b;Smc4;Zwint;Smc3;Csnk2a2;Tubg1;Ckap5;Prkaca;Smc2;Clasp1;Ywhag;Clip1;Pcm1;Tubgcp3
PC2,Reactome,REACTOME_MITOTIC_PROPHASE,Mitotic Prophase,-0.738,0.867,1,25,FALSE,Smc4;Rab2a;Nup50;Mapk1;Smc2;Nup153
PC2,Reactome,REACTOME_MRNA_SPLICING_MINOR_PATHWAY,mRNA Splicing Minor Pathway,1.388,0.0854,0.598,19,FALSE,Snrpd1;Srsf1;Snrpd2;Polr2k;Srsf6;Sf3b3;Snrpg
PC2,Reactome,REACTOME_MTOR_SIGNALLING,mTOR Signalling,-0.824,0.706,0.99,17,TRUE,Akt1s1;Tsc1;Akt1
PC2,Reactome,REACTOME_MUSCLE_CONTRACTION,Muscle Contraction,-1.058,0.342,0.874,42,FALSE,Atp1a1;Dmpk;Pak1;Tnnc1;Myh3;Atp1b1;Prkaca;Atp2b1;Pxn;Myl4;Casq2;Vim;Tpm3;Myl11;Atp2a2
PC2,Reactome,REACTOME_NCAM_SIGNALING_FOR_NEURITE_OUT_GROWTH,Ncam Signaling For Neurite Out Growth,0.96,0.493,0.962,19,FALSE,Col4a2;Sos1;Prnp;Grb2;Col5a1;Col4a1;Src;Sptan1;Col3a1;Col5a3;Col5a2;Hras
PC2,Reactome,REACTOME_NEDDYLATION,Neddylation,1.061,0.371,0.888,39,TRUE,Rbbp7;Cul5;Sqstm1;Cul1;Psmd1;Dcun1d1;Nub1;Psmc6;Fbxo6
PC2,Reactome,REACTOME_NERVOUS_SYSTEM_DEVELOPMENT,Nervous System Development,-0.885,0.746,0.99,157,FALSE,Dpysl3;Hsp90aa1;Sptbn1;Nck2;Dpysl2;Pak1;Cdc42;Rock1;Sdcbp;Rpl22;Psmd7;Rps27l;Actr2;Ezr;Psma1;Ncstn;Cap2;Csnk2a2;Cxcl12;Cap1;Mapk1;Abl1;Prkaca;Rps14;Arhgef12;Gspt1;Itgav;Psmd8;Clasp1;Nrp2;Pak4;Myo9b;Agrn;Ncam1;Slit2;Dlg1;Pabpc1;Arpc3;Psmd14;Rhob;Rps3a;Rpl9;Rps10;Psma4;Psmd3;Adam10;Rps19;Kalrn
PC2,Reactome,REACTOME_NETRIN_1_SIGNALING,Netrin 1 Signaling,-0.797,0.721,0.99,11,FALSE,Cdc42;Ezr;Slit2
PC2,Reactome,REACTOME_NEURONAL_SYSTEM,Neuronal System,1.575,0.0341,0.558,39,TRUE,Prkab1;Rtn3;Rps6ka3;Ap2m1;Prkar2b;Comt;Ptprd;Prkca;Pdlim5;Gnai3;Slc38a2;Ap2s1;Gng12;Gnb2;Tuba3a;Aldh2;Src;Epb41l2;Tubb2a
PC2,Reactome,REACTOME_NEUTROPHIL_DEGRANULATION,Neutrophil Degranulation,-1,0.449,0.922,114,TRUE,Timp2;Hsp90aa1;Snap23;Dnajc3;Rock1;Sdcbp;Cd47;Psmd7;Stom;Actr2;Gla;Ncstn;Cap1;Pfkl;Mapk1;Huwe1;Cat;Vamp8;Srp14;Itgav;Pkp1;Acly;Pgm1;Cct2;Pgm2;Prdx6;Slc2a3;Rab14;Lta4h;Ckap4;Lgals3;Psmd14;Apaf1;Ilf2
PC2,Reactome,REACTOME_NON_INTEGRIN_MEMBRANE_ECM_INTERACTIONS,Non Integrin Membrane Ecm Interactions,0.799,0.798,0.999,33,FALSE,Col4a2;Col11a1;Sdc2;Prkca;Itgb5;Col5a1;Col4a1;Sgca;Lamc1;Col3a1;Col5a3;Col1a1;Col5a2;Actb;Vtn
PC2,Reactome,REACTOME_NUCLEAR_ENVELOPE_NE_REASSEMBLY,Nuclear Envelope Ne Reassembly,1.464,0.0583,0.558,19,TRUE,Ube2i;Nup58;Ran;Banf1;Nup93;Slc25a3;Tuba3a;Tubb2a
PC2,Reactome,REACTOME_NUCLEAR_EVENTS_KINASE_AND_TRANSCRIPTION_FACTOR_ACTIVATION,Nuclear Events Kinase & Transcription Factor Activation,0.831,0.688,0.99,11,FALSE,Rps6ka3;Mapkapk2
PC2,Reactome,REACTOME_NUCLEOTIDE_BINDING_DOMAIN_LEUCINE_RICH_REPEAT_CONTAINING_RECEPTOR_NLR_SIGNALING_PATHWAYS,Nucleotide Binding Domain Leucine Rich Repeat Containing Receptor Nlr Signalings,1.066,0.352,0.874,16,TRUE,Nfkb1;Casp8;Ube2n;Hmox1;Ikbkb;Hsp90ab1;App;Nfkb2
PC2,Reactome,REACTOME_NUCLEOTIDE_EXCISION_REPAIR,Nucleotide Excision Repair,-0.774,0.836,1,30,FALSE,Rfc2;Rfc3;Lig1;Cops5;Rad23a;Rad23b;Pold1;Polr2e
PC2,Reactome,REACTOME_ONCOGENIC_MAPK_SIGNALING,Oncogenic MAPK Signaling,1.743,0.0203,0.492,15,TRUE,Mark3;Raf1;Csk;Araf
PC2,Reactome,REACTOME_OPIOID_SIGNALLING,Opioid Signalling,0.75,0.848,1,18,FALSE,Prkar2b;Prkca;Gnai3;Gng12;Gna14;Gnb2
PC2,Reactome,REACTOME_ORGANELLE_BIOGENESIS_AND_MAINTENANCE,Organelle Biogenesis & Maintenance,0.763,0.904,1,57,FALSE,Prkab1;Atp5f1e;Pafah1b1;Dynll2;Prkar2b;Mapre1;Kifap3;Acss2;Arl3
PC2,Reactome,REACTOME_PCP_CE_PATHWAY,Pcp Ce Pathway,0.736,0.884,1,37,FALSE,Fzd2;Ap2m1;Psmd1;Cltc;Prkca;Psmc6;Ap2s1;Smurf1;Adrm1;Psmd12;Psmc4;Psmc3
PC2,Reactome,REACTOME_PEPTIDE_HORMONE_METABOLISM,Peptide Hormone Metabolism,-0.49,0.988,1,11,TRUE,Exoc4;Spcs3;Cpe;Kif5b;Ctsd;Spcs1;Exoc2;Sec11a;Ctnnb1;Kif5c;Rab27a
PC2,Reactome,REACTOME_PERK_REGULATES_GENE_EXPRESSION,Perk Regulates Gene Expression,0.807,0.714,0.99,11,FALSE,Parn;Asns
PC2,Reactome,REACTOME_PEROXISOMAL_LIPID_METABOLISM,Peroxisomal Lipid Metabolism,-0.825,0.687,0.99,11,FALSE,Crat;Aldh3a2;Acox1;Mlycd;Acot8;Acaa1a
PC2,Reactome,REACTOME_PHASE_II_CONJUGATION_OF_COMPOUNDS,Phase Ii Conjugation Of Compounds,-0.945,0.551,0.975,15,TRUE,Gclc;Gss;Ugdh;Tpst2;Gclm
PC2,Reactome,REACTOME_PHOSPHOLIPID_METABOLISM,Phospholipid Metabolism,-1.353,0.0724,0.577,30,TRUE,Pten;Pitpnb;Pla2g4a;Agpat4;Csnk2a2;Synj1;Rab4a;Gde1;Pikfyve;Rab14;Hadhb;Gpat4;Synj2;Inppl1;Pcyt2
PC2,Reactome,REACTOME_PI_METABOLISM,Pi Metabolism,-1.322,0.138,0.625,12,FALSE,Pten;Pitpnb;Synj1;Rab4a;Gde1;Pikfyve;Rab14;Synj2;Inppl1
PC2,Reactome,REACTOME_PKR_MEDIATED_SIGNALING,Pkr Mediated Signaling,0.451,1,1,26,TRUE,Ube2i;Npm1;Tuba3a;Nck1;Eif2s3;Tubb2a;Trim25;Ikbkb;Stat3
PC2,Reactome,REACTOME_PLASMA_LIPOPROTEIN_ASSEMBLY_REMODELING_AND_CLEARANCE,Plasma Lipoprotein Assembly Remodeling & Clearance,1.367,0.108,0.606,14,TRUE,Vldlr;Ap2m1;Cltc;Ldlr;Bmp1;Ap2s1;Sar1b;Lpl
PC2,Reactome,REACTOME_PLATELET_ACTIVATION_SIGNALING_AND_AGGREGATION,Platelet Activation Signaling & Aggregation,1.477,0.0506,0.558,62,TRUE,Ptpn1;Ywhaz;Rhog;Cyb5r1;Raf1;Csk;Prkce;Itih3;Anxa5;Prkca;Wdr1;Sos1;Grb2;Dgka;F2;Gnai3;F2r;Gng12;Gna14;Aldoa;Bcar1;Gnb2;Src;Plg;Cd63;Tgfb3
PC2,Reactome,REACTOME_PLATELET_AGGREGATION_PLUG_FORMATION,Platelet Aggregation Plug Formation,1.393,0.109,0.606,12,FALSE,Ptpn1;Csk;Sos1;Grb2;F2;Bcar1;Src
PC2,Reactome,REACTOME_PLATELET_HOMEOSTASIS,Platelet Homeostasis,-0.85,0.673,0.99,13,TRUE,Ppp2r5b;Pla2g4a
PC2,Reactome,REACTOME_POSITIVE_EPIGENETIC_REGULATION_OF_RRNA_EXPRESSION,Positive Epigenetic Reg. Rrna Expression,1.287,0.149,0.663,15,FALSE,Hdac2;Rbbp7;Hdac1;Polr2k;Mybbp1a;Mta1;H2ax;Ddx21;Polr2h
PC2,Reactome,REACTOME_POST_TRANSLATIONAL_PROTEIN_MODIFICATION,Post Translational Protein Mod.,1.058,0.292,0.832,232,FALSE,Copb2;Hdac2;Rbbp7;Cul5;Wfs1;Arcn1;Plaur;Ube2i;Rae1;Fstl1;Sqstm1;Dynll2;Hdac1;Cul1;Nup58;Rab5a;Rpa1;Calr;Psmd1;Cd59;Dad1;Copa;Rab34;Cdc34;Eef2;Npm1;Dcun1d1;Ide;Nub1;Igfbp5;Sdc2;Pcna;Ostc;Canx;Nagk;Jmjd6;Psmc6;Gmppa;Galnt1;Fuca1;F2;Fut8;Gosr2;Fbxo6;Pgm3;Ube2n;Nup93;Rab27a
PC2,Reactome,REACTOME_PRE_NOTCH_EXPRESSION_AND_PROCESSING,Pre Notch Expression & Processing,0.648,0.929,1,13,TRUE,Ago2;Notch2;Atp2a1;H2ax;Tnrc6b;Rbpj
PC2,Reactome,REACTOME_PROCESSING_OF_CAPPED_INTRON_CONTAINING_PRE_MRNA,Pre-mRNA Processing,1.841,7.87e-4,0.213,71,TRUE,Snrpa;Snrpd1;Srsf1;Rae1;Eif4a3;Nup58;Hnrnpa3;Snrpd2;Fus;Hnrnpa1;Rbm5;Alyref;Dhx15;Ddx39a;Polr2k;Hnrnpa2b1;Snrpb2;Srsf3;Nup93;Mtrex;Lsm2;Srsf6;Lsm7;Hnrnpr;Sf3b3;Tra2b;Hnrnpu;Cstf3;Rnps1;Snrpg
PC2,Reactome,REACTOME_PROGRAMMED_CELL_DEATH,Programmed Cell Death,-1.347,0.0616,0.558,70,TRUE,Arhgap10;Hsp90aa1;Rock1;Sdcbp;Opa1;Xiap;Psmd7;Akt1;Psma1;Mapk1;Tjp1;Ppp3r1;Casp3;Pkp1;Psmd8;Dnm1l;Flot2;Ywhah;Plec;Bax;Ywhag;Casp7;Bid;Psmd14;Apaf1;C1qbp;Kpnb1;Psma4;Vim;Psmd3
PC2,Reactome,REACTOME_PROTEIN_FOLDING,Protein Folding,-1.073,0.369,0.888,25,TRUE,Cct6b;Ccne1;Cct4;Arfgef2
PC2,Reactome,REACTOME_PROTEIN_LOCALIZATION,Protein Localization,-0.748,0.938,1,60,FALSE,Atp5f1a;Atp5f1b;Timm13;Cyb5a;Aco2;Pex5;Paox;Crat;Timm8b;Cat;Vdac1;Stx5;Lonp2
PC2,Reactome,REACTOME_PROTEIN_UBIQUITINATION,Protein Ubiquitination,0.789,0.751,0.99,11,TRUE,Cdc34;Pcna;Ube2n
PC2,Reactome,REACTOME_PTEN_REGULATION,Pten Regulation,0.825,0.755,0.99,40,FALSE,Hdac2;Rbbp7;Hdac1;Psmd1;Ago2;Csnk2b
PC2,Reactome,REACTOME_PYRUVATE_METABOLISM,Pyruvate Metabolism,-0.752,0.847,1,20,FALSE,Dlat;Dld;Pdk3;Me2;Vdac1;Ldha
PC2,Reactome,REACTOME_RAB_REGULATION_OF_TRAFFICKING,Rab Reg. Trafficking,0.766,0.819,1,21,TRUE,Rab5a;Tsc2;Dennd2b;Rab27a;Rab31;Akt2;Gabarapl2;Rabgap1;Rab3gap1;Optn
PC2,Reactome,REACTOME_RAC1_GTPASE_CYCLE,Rac1 GTPase Cycle,-1.465,0.0365,0.558,43,TRUE,Ykt6;Arhgap10;Snap23;Pak1;Cdc42;Slc1a5;Wasf2;Arhgef6;Abi1;Abr;Tfrc;Arhgdia;Pak4;Myo9b
PC2,Reactome,REACTOME_RAC2_GTPASE_CYCLE,Rac2 GTPase Cycle,-1.402,0.0719,0.577,24,FALSE,Pak1;Cdc42;Wasf2;Abi1;Abr;Tfrc;Arhgdia;Pak4
PC2,Reactome,REACTOME_RECYCLING_PATHWAY_OF_L1,Recycling Pathway Of L1,1.017,0.412,0.92,19,FALSE,Rps6ka3;Ap2m1;Cltc;Msn;Ap2s1;Tuba3a;Src;Tubb2a;Kif4a
PC2,Reactome,REACTOME_REGULATED_NECROSIS,Regulated Necrosis,-1.233,0.194,0.71,11,FALSE,Hsp90aa1;Sdcbp;Xiap;Casp3;Flot2;Bax
PC2,Reactome,REACTOME_REGULATION_OF_CDH1_FUNCTION,Reg. Cdh1 Function,0.792,0.806,0.999,33,FALSE,Jup;Psmd1;Psmc6;Ctsl;Ctnna1;Rack1;Adrm1;Ctnnb1;Src;Psmd12;Psmc4;Psmc3
PC2,Reactome,REACTOME_REGULATION_OF_CDH1_POSTTRANSLATIONAL_PROCESSING_AND_TRAFFICKING_TO_PLASMA_MEMBRANE,Reg. Cdh1 Posttranslational Processing & Trafficking To Plasma Membrane,1.52,0.0579,0.558,11,TRUE,Jup;Dad1;Csnk2b;Ostc;Canx
PC2,Reactome,REACTOME_REGULATION_OF_CHOLESTEROL_BIOSYNTHESIS_BY_SREBP_SREBF,Reg. Cholesterol Biosynthesis By Srebp Srebf,1.579,0.0633,0.558,17,TRUE,Sp1;Ran;Dhcr7;Hmgcs1;Sar1b;Idi1;Fasn;Nfyc;Acaca;Mvk;Pmvk
PC2,Reactome,REACTOME_REGULATION_OF_ENDOGENOUS_RETROELEMENTS,Reg. Endogenous Retroelements,1.725,0.0181,0.492,11,TRUE,Hdac2;Rbbp7;Ube2i;Hdac1;Mtrex;Cbx5;Mta1;H2ax
PC2,Reactome,REACTOME_REGULATION_OF_EXPRESSION_AND_FUNCTION_OF_TYPE_II_CLASSICAL_CADHERINS,Reg. Expression & Function Of Type Ii Classical Cadherins,1.042,0.377,0.888,11,TRUE,Jup;Sp1;Ago2;Ctnna1;Ctnnb1;Adam19;Tnrc6b
PC2,Reactome,REACTOME_REGULATION_OF_INSULIN_LIKE_GROWTH_FACTOR_IGF_TRANSPORT_AND_UPTAKE_BY_INSULIN_LIKE_GROWTH_FACTOR_BINDING_PROTEINS_IGFBPS,Reg. Insulin Like Growth Factor Igf Transport & Uptake By Insulin Like Growth Factor Binding Proteins Igfbps,-0.803,0.77,0.996,25,TRUE,Dnajc3;Hsp90b1;Pdia6;Ltbp1;Calu;Igfbp7;Tnc;Ckap4;Serpinc1;Adam10
PC2,Reactome,REACTOME_REGULATION_OF_LIPID_METABOLISM_BY_PPARALPHA,Reg. Lipid Metabolism By Pparalpha,0.875,0.671,0.99,18,TRUE,Fhl2;Sp1;Me1;Med24;Hmgcs1;Cpt1a;Fads1;Nfyc;Acsl1
PC2,Reactome,REACTOME_REGULATION_OF_MRNA_STABILITY_BY_PROTEINS_THAT_BIND_AU_RICH_ELEMENTS,Reg. mRNA Stability By Proteins That Bind Au Rich Elements,-0.698,0.941,1,42,FALSE,Hspb1;Exosc8;Psmd7;Akt1;Dcp1a;Psma1;Psmd8;Pabpc1;Psmd14;Mapk14;Psma4;Psmd3;Zfp36l1
PC2,Reactome,REACTOME_REGULATION_OF_PD_L1_CD274_POST_TRANSLATIONAL_MODIFICATION,Reg. Pd L1 Cd274 Post Translational Mod.,0.909,0.619,0.984,38,FALSE,Prkab1;Cul1;Psmd1;Dad1;Csnk2b;Ostc;Psmc6
PC2,Reactome,REACTOME_REGULATION_OF_PD_L1_CD274_TRANSCRIPTION,Reg. Pd L1 Cd274 Transcription,1.004,0.452,0.922,10,TRUE,Rbbp7;Nfkb1;Ctnnb1;H2ax;Stat3;Wwtr1;Nfkb2
PC2,Reactome,REACTOME_REGULATION_OF_PLK1_ACTIVITY_AT_G2_M_TRANSITION,Reg. Plk1 Activity At G2 M Transition,0.861,0.683,0.99,20,FALSE,Pafah1b1;Cul1;Prkar2b;Mapre1
PC2,Reactome,REACTOME_REGULATION_OF_RUNX1_EXPRESSION_AND_ACTIVITY,Reg. Runx1 Expression & Activity,0.516,0.992,1,11,TRUE,Ago2;Src;Cdk6;Tnrc6b;Ccnd1;Ccnd3
PC2,Reactome,REACTOME_REGULATION_OF_TP53_ACTIVITY,Reg. Tp53 Activity,1.19,0.194,0.71,28,TRUE,Prkab1;Hdac2;Rbbp7;Hdac1;Prmt5;Rpa1;Csnk2b
PC2,Reactome,REACTOME_REGULATION_OF_T_CELL_ACTIVATION_BY_CD28_FAMILY,Reg. T Cell Activation By Cd28 Family,0.952,0.551,0.975,65,FALSE,Prkab1;Rbbp7;Cul1;Csk;Psmd1;Nfkb1;Dad1;Ago2;Csnk2b;Ostc;Grb2;Psmc6
PC2,Reactome,REACTOME_REPRODUCTION,Reproduction,0.654,0.935,1,17,FALSE,Ube2i;Rpa1;Sun2;Nbn;Smc1a;H2ax;Rpa2;Rad21
PC2,Reactome,REACTOME_RETROGRADE_TRANSPORT_AT_THE_TRANS_GOLGI_NETWORK,Retrograde Transport At The Trans Golgi Network,1.411,0.0947,0.606,13,FALSE,M6pr;Arfip2;Rabepk;Napa;Cog2;Vamp3;Rhobtb3;Igf2r
PC2,Reactome,REACTOME_RET_SIGNALING,Ret Signaling,1.599,0.0549,0.558,10,TRUE,Pdlim7;Prkca;Sos1;Grb2;Plcg1;Gab2
PC2,Reactome,REACTOME_RHOA_GTPASE_CYCLE,RhoA GTPase Cycle,-1.357,0.0752,0.577,38,FALSE,Ykt6;Arhgap10;Snap23;Rock1;Akap13;Stom;Daam1;Abr;Tfrc;Arhgef12;Flot2;Stx5;Arhgdia;Myo9b
PC2,Reactome,REACTOME_RHOBTB_GTPASE_CYCLE,Rhobtb GTPase Cycle,-0.823,0.714,0.99,12,TRUE,Hsp90aa1;Rock1;Cct2;Cul3;Vim
PC2,Reactome,REACTOME_RHOD_GTPASE_CYCLE,Rhod GTPase Cycle,1.151,0.273,0.803,14,TRUE,Arhgap5;Steap3;Capzb;Slc25a3;Stbd1;Vamp3
PC2,Reactome,REACTOME_RHOF_GTPASE_CYCLE,Rhof GTPase Cycle,0.886,0.627,0.984,15,FALSE,Arhgap5;Steap3
PC2,Reactome,REACTOME_RHOG_GTPASE_CYCLE,Rhog GTPase Cycle,-0.929,0.576,0.984,27,FALSE,Ykt6;Cdc42;Hspe1;Tfrc;Stx5;Arhgdia;Pak4;Shmt2;Lbr;Kalrn;Ndufs3;Cdc42ep1;Esyt1
PC2,Reactome,REACTOME_RHOH_GTPASE_CYCLE,Rhoh GTPase Cycle,-1.329,0.126,0.624,12,TRUE,Pak1;Slc1a5;Rock1;Stom;Tfrc;Arhgdia;Pak4
PC2,Reactome,REACTOME_RHOQ_GTPASE_CYCLE,Rhoq GTPase Cycle,-1.025,0.414,0.92,20,FALSE,Snap23;Pak1;Cdc42;Slc1a5;Stom
PC2,Reactome,REACTOME_RHOU_GTPASE_CYCLE,Rhou GTPase Cycle,-1.736,0.00834,0.421,17,TRUE,Sptbn1;Nck2;Dst;Pak1;Cdc42;Arhgef6
PC2,Reactome,REACTOME_RHO_GTPASES_ACTIVATE_FORMINS,Rho Gtpases Activate Formins,-0.736,0.908,1,37,FALSE,Ppp2r5b;Dvl2;Cdc42;Zwint;Daam1;Ckap5;Clasp1;Clip1;Rhob
PC2,Reactome,REACTOME_RHO_GTPASES_ACTIVATE_IQGAPS,Rho Gtpases Activate Iqgaps,-0.59,0.96,1,10,FALSE,Cdc42
PC2,Reactome,REACTOME_RHO_GTPASES_ACTIVATE_PAKS,Rho Gtpases Activate Paks,-1.88,0.00121,0.213,11,TRUE,Pak1;Cdc42;Nf2
PC2,Reactome,REACTOME_RHO_GTPASES_ACTIVATE_PKNS,Rho Gtpases Activate Pkns,1.171,0.253,0.771,14,FALSE,Ywhaq;Ywhaz
PC2,Reactome,REACTOME_RHO_GTPASES_ACTIVATE_WASPS_AND_WAVES,Rho Gtpases Activate Wasps & Waves,-1.246,0.181,0.709,19,FALSE,Cdc42;Wasf2;Abi1;Actr2;Mapk1;Abl1;Arpc3;Wipf1
PC2,Reactome,REACTOME_RHO_GTPASE_EFFECTORS,Rho GTPase Effectors,-0.962,0.536,0.975,81,FALSE,Ppp2r5b;Dvl2;Pak1;Cdc42;Wasf2;Rock1;Nf2;Zwint;Pin1;Abi1;Actr2;Daam1;Mapk1;Abl1;Ckap5;Ywhah;Clasp1;Ywhag;Arpc3;Clip1;Wipf1;Rhob;Tax1bp3;Mapk14
PC2,Reactome,REACTOME_RIBOSOME_ASSOCIATED_QUALITY_CONTROL,Ribosome Associated Quality Control,-0.66,0.963,1,39,FALSE,Rpl22;Psmd7;Rps27l;Psma1;Rps14;Psmd8;Psmd14;Rps3a;Rpl9;Rps10;Psma4;Psmd3;Rps19
PC2,Reactome,REACTOME_RNA_POLYMERASE_II_TRANSCRIBES_SNRNA_GENES,RNA Polymerase Ii Transcribes Snrna Genes,0.935,0.54,0.975,17,FALSE,Sp1;Cdk9;Polr2k;Supt5h
PC2,Reactome,REACTOME_RNA_POLYMERASE_II_TRANSCRIPTION,RNA Polymerase Ii Transcription,0.891,0.752,0.99,202,FALSE,Ywhaq;Prkab1;Hdac2;Rbbp7;Ptpn1;Ywhaz;Srsf1;Ube2i;Steap3;Hdac1;Eif4a3;Sp1;Cul1;Prmt5;Rpa1;Nedd4l;Cox7b;Psmd1;Nfkb1;Ago2;Csnk2b;Npm1;Cox7c;Cdk9;Prdx1;Alyref;Pcna;Ddx39a;Rbm14;Psmc6;Notch2;Polr2k;Supt5h;Srsf3;Tsc2;Med24;Srsf6;Nelfcd;Cdkn2b;Akt2;Ctsl;Lamtor5;Cycs
PC2,Reactome,REACTOME_RNA_POLYMERASE_II_TRANSCRIPTION_TERMINATION,RNA Polymerase Ii Transcription Termination,1.52,0.0602,0.558,19,FALSE,Srsf1;Eif4a3;Alyref;Ddx39a;Srsf3;Srsf6;Cstf3;Rnps1;Snrpg
PC2,Reactome,REACTOME_RND1_GTPASE_CYCLE,Rnd1 GTPase Cycle,-1.061,0.357,0.875,10,FALSE,Ccdc88a;Dst;Tfrc;Flot2
PC2,Reactome,REACTOME_RND3_GTPASE_CYCLE,Rnd3 GTPase Cycle,-1.268,0.172,0.689,11,TRUE,Ccdc88a;Dst;Rock1;Picalm;Flot2;Ckap4
PC2,Reactome,REACTOME_ROS_AND_RNS_PRODUCTION_IN_PHAGOCYTES,ROS & Rns Production In Phagocytes,1.432,0.0863,0.598,10,FALSE,Atp6v0a1;Atp6v0c;Atp6v0d1;Tcirg1;Atp6v1g1
PC2,Reactome,REACTOME_RRNA_PROCESSING,Rrna Processing,0.864,0.683,0.99,32,FALSE,Rps12;Hsd17b10;Rpl18
PC2,Reactome,REACTOME_RUNX1_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_DIFFERENTIATION_OF_HSCS,Runx1 Regulates Transcription Of Genes Involved In Differentiation Of Hscs,-0.741,0.863,1,25,FALSE,Psmd7;Psma1;Abl1;Psmd8;Runx1;Psmd14;Psma4;Psmd3;Psmd13;Psma7;Psmb2;Mnat1
PC2,Reactome,REACTOME_SELENOAMINO_ACID_METABOLISM,Selenoamino Acid Metabolism,0.965,0.524,0.975,26,FALSE,Rps12;Rpl18;Dars1;Eef1e1;Rpl14;Papss2
PC2,Reactome,REACTOME_SEMAPHORIN_INTERACTIONS,Semaphorin Interactions,-1.905,0.00212,0.249,19,FALSE,Dpysl3;Hsp90aa1;Dpysl2;Pak1;Rock1
PC2,Reactome,REACTOME_SENESCENCE_ASSOCIATED_SECRETORY_PHENOTYPE_SASP,Senescence Associated Secretory Phenotype Sasp,0.645,0.939,1,17,TRUE,Rps6ka3;Nfkb1;Cdkn2c;Cdkn2b
PC2,Reactome,REACTOME_SENSORY_PERCEPTION,Sensory Perception,1.157,0.213,0.734,25,TRUE,Retsat;Lrp1;Sdc2;Prkca;Fnta;Msn;Ldlr;Capzb;Metap1;Lpl;Sptan1;Gpc1
PC2,Reactome,REACTOME_SENSORY_PROCESSING_OF_SOUND,Sensory Processing Of Sound,-0.951,0.519,0.975,11,FALSE,Sptbn1;Ezr;Atp2b1
PC2,Reactome,REACTOME_SIGNALING_BY_CSF1_M_CSF_IN_MYELOID_CELLS,Signaling By Csf1 M Csf In Myeloid Cells,0.885,0.614,0.984,10,FALSE,Sos1;Grb2;Gab2;Src;Stat3
PC2,Reactome,REACTOME_SIGNALING_BY_EGFR,Signaling By Egfr,0.682,0.915,1,17,FALSE,Csk;Sos1;Grb2;Plcg1
PC2,Reactome,REACTOME_SIGNALING_BY_ERBB2,Signaling By Erbb2,1.157,0.251,0.771,15,TRUE,Cul5;Prkce;Prkca;Sos1;Grb2;Plcg1;Akt2
PC2,Reactome,REACTOME_SIGNALING_BY_ERBB4,Signaling By Erbb4,0.792,0.745,0.99,12,FALSE,Psen1;Sos1;Grb2;Adam17;Src
PC2,Reactome,REACTOME_SIGNALING_BY_FGFR,Signaling By Fgfr,0.938,0.556,0.975,22,TRUE,Hnrnpa1;Sos1;Grb2;Polr2k;Plcg1
PC2,Reactome,REACTOME_SIGNALING_BY_FGFR4,Signaling By Fgfr4,0.902,0.586,0.984,10,FALSE,Sos1;Grb2;Plcg1
PC2,Reactome,REACTOME_SIGNALING_BY_GPCR,Signaling By Gpcr,-1.008,0.432,0.922,57,FALSE,Pak1;Cdc42;Rock1;Pla2g4a;Arhgef6;Akap13;Akt1;Cxcl12;Mapk1;Abr;Ppp3r1;Prkaca;Hebp1;Arhgef12
PC2,Reactome,REACTOME_SIGNALING_BY_HEDGEHOG,Signaling By Hedgehog,0.821,0.757,0.99,37,FALSE,Cul1;Prkar2b;Psmd1;Psmc6;Adam17;Smurf1;Tuba3a;Adrm1;Gnas;Psmd12;Psmc4;Psmc3;Tubb2a
PC2,Reactome,REACTOME_SIGNALING_BY_INSULIN_RECEPTOR,Signaling By Insulin Receptor,1.744,0.00637,0.392,22,TRUE,Ptpn1;Atp6v0a1;Ide;Atp6v0c;Sos1;Grb2;Atp6v0d1;Gab2;Akt2;Tcirg1;Atp6v1g1
PC2,Reactome,REACTOME_SIGNALING_BY_MET,Signaling By Met,0.877,0.67,0.99,30,FALSE,Ptpn1;Col11a1;Sos1;Grb2;Col5a1;Ranbp9;Src;Lamc1;Col3a1;Col5a3;Stat3;Col1a1;Col5a2;Hras
PC2,Reactome,REACTOME_SIGNALING_BY_NOTCH,Signaling By Notch,0.851,0.745,0.99,54,FALSE,Hdac2;Ywhaz;Hdac1;Cul1;Psmd1;Ago2;Psen1;Psmc6;Notch2;Dlgap5;Adam17;Atp2a1;Adrm1;Psmd12;Psmc4;Tle3;H2ax;Psmc3;Tnrc6b;Rbpj;Hdac6;Psmc2
PC2,Reactome,REACTOME_SIGNALING_BY_NOTCH1,Signaling By Notch1,1.154,0.251,0.771,15,TRUE,Hdac2;Hdac1;Cul1;Psen1
PC2,Reactome,REACTOME_SIGNALING_BY_NOTCH4,Signaling By Notch4,0.752,0.863,1,34,FALSE,Ywhaz;Cul1;Psmd1;Psen1;Psmc6;Notch2
PC2,Reactome,REACTOME_SIGNALING_BY_NTRKS,Signaling By Ntrks,0.934,0.559,0.975,32,TRUE,Rps6ka3;Mapkapk2;Ap2m1;Cltc;Sos1;Grb2;Plcg1;Ap2s1
