gene,localization
Fam209,Nuclear
Gid8,Other
Birc7,Other
Helz2,Nuclear
Zgpat,Nuclear
Ola1,Other
Dlx2,Nuclear
Dlx1,Nuclear
Sp5,Nuclear
Alx4,Nuclear
Fmn1,Other
Spopl,Nuclear
Tubb4b,Nuclear
Anapc2,Nuclear
Paxx,Nuclear
Clic3,Nuclear
Edf1,Other
Nacc2,Nuclear
Rpl7a,Other
Pierce1,Nuclear
Spaca9,Other
Med27,Nuclear
Nup214,Nuclear
Plpp7,Nuclear
Ciz1,Nuclear
Phf19,Nuclear
Gsn,Other
Lhx2,Nuclear
Nub1,Nuclear
Smarcd3,Nuclear
Pus7,Nuclear
Srpk2,Other
Napepld,Nuclear
Rbm48,Nuclear
Zc3h12b,Nuclear
Las1l,Other
Rpa3,Nuclear
St7,Nuclear
Lsm8,Nuclear
Irf5,Nuclear
Tnpo3,Other
Zc3hc1,Nuclear
Zfp282,Nuclear
Zfp212,Nuclear
Cbx3,Nuclear
Snx10,Other
Hoxa9,Nuclear
Mad2l1,Other
Smyd1,Nuclear
Usp39,Nuclear
Capg,Nuclear
Ctnna2,Nuclear
Mob1a,Other
Tprkb,Other
Dusp11,Nuclear
Hdac11,Nuclear
Lsm3,Nuclear
Ccdc174,Nuclear
Foxp1,Nuclear
Shq1,Nuclear
Ppp4r2,Nuclear
Crbn,Nuclear
Setd5,Nuclear
Sec13,Nuclear
Vgll4,Nuclear
Mkrn2,Nuclear
Rad52,Nuclear
Dppa3,Nuclear
Usp5,Other
Ing4,Nuclear
Rhno1,Nuclear
Dusp16,Nuclear
Ddx47,Nuclear
Wbp11,Other
Strap,Other
Aebp2,Nuclear
Pyroxd1,Other
Tm7sf3,Other
Ergic2,Nuclear
Jph1,Nuclear
Terf1,Nuclear
Rbpjl2,Nuclear
Mybl1,Nuclear
Rrs1,Nuclear
Plag1,Nuclear
Sdr16c5,Nuclear
Ptp4a2l1,Nuclear
Tp53inp1,Other
Ints8,Nuclear
Cntnap5c,Nuclear
Arid1a,Nuclear
Zfp362,Nuclear
Zbtb8os,Nuclear
Hdac1,Other
Ldc1,Nuclear
Gem,Nuclear
Wwp1,Other
Pnisr,Nuclear
Fhl5,Nuclear
Rragd,Other
Ube2j1,Nuclear
Srsf12,Nuclear
Akirin2,Nuclear
Bag1,Other
Chmp5,Other
Rpp25l,Nuclear
Rad23b,Other
Actl7a,Nuclear
Abitram,Nuclear
Inip,Nuclear
Or13c9,Nuclear
Or13c25,Nuclear
Toporsl,Nuclear
Plppr1,Nuclear
Tex10,Nuclear
Nans,Other
Xpa,Nuclear
Ncbp1,Other
Zbtb5,Nuclear
Zcchc7,Other
Prpf4,Nuclear
Pole3,Nuclear
Mup4l1,Other
Kdm4c,Nuclear
Bnc2,Nuclear
Plin2,Other
Atosb,Nuclear
Mtap,Other
Zfp353,Nuclear
Mysm1,Nuclear
Dhcr24,Nuclear
Lrrc42,Nuclear
Nkap,Nuclear
Rhoxf11,Nuclear
Btg1c,Nuclear
Rhoxf9,Nuclear
Rhoxf7,Nuclear
Prpf38a,Nuclear
Magoh,Nuclear
Creb3,Other
Cmpk1,Nuclear
Rad54l,Nuclear
Nasp,Nuclear
Toe1,Nuclear
Dmap1,Other
Klf17,Nuclear
Ermap,Other
Cldn19,Nuclear
Ppcs,Nuclear
Mycl,Nuclear
Ppie,Nuclear
Pabpc4,Other
Rragc,Nuclear
Ago4,Nuclear
Clspn,Nuclear
Sh3bgrl3,Other
Zfp593,Nuclear
Grhl3,Nuclear
Pithd1,Nuclear
Zfp46,Nuclear
Tcea3,Nuclear
Mrto4,Nuclear
Rcc2,Nuclear
Padi6,Nuclear
Srarp,Nuclear
Ube4b,Nuclear
Nmnat1,Nuclear
Ssu72,Nuclear
Ints11,Other
Ube2j2,Nuclear
Isg15,Other
Pin1,Other
Ppan,Nuclear
Raver1,Nuclear
Glis1,Nuclear
Or13c7,Nuclear
Or13c7c,Nuclear
Zfp36l2,Other
Slc4a1ap,Nuclear
Atraid,Nuclear
Cenpa,Nuclear
Dnajc27,Nuclear
Osr1,Other
Mycn,Nuclear
Itgb1bp1,Other
Cpsf3,Nuclear
Adi1,Nuclear
Lamb1,Nuclear
Nkx1-1,Nuclear
Maea,Nuclear
Nova1,Nuclear
G2e3,Other
Npas3,Nuclear
Gmcl1-ps1,Nuclear
Spin4,Nuclear
Eapp,Nuclear
Brms1l,Nuclear
Nkx2-8,Nuclear
Fkbp3,Other
Rpl10l,Other
Pole2,Nuclear
Klhdc2,Nuclear
Sav1,Other
Actr10,Nuclear
Six4,Nuclear
Ppp2r5e,Other
Taf8l1,Nuclear
Dnajc17l1,Nuclear
Med6,Nuclear
Dpf3,Nuclear
Fcf1,Nuclear
Ylpm1,Nuclear
Nek9,Nuclear
Batf,Nuclear
Esrrb,Nuclear
Gle1-ps1,Nuclear
Kif4b,Other
Cpsf2,Nuclear
Dicer1,Other
Clmn,Nuclear
Setd3,Nuclear
Jade3,Nuclear
Ruvbl1-ps1,Nuclear
Uxt,Nuclear
Cinp,Nuclear
Tdrd9,Nuclear
Brf1,Nuclear
Syne3,Nuclear
Rpf2l1,Nuclear
Sp8,Nuclear
Zbtb39,Nuclear
Camkmt,Nuclear
Morc2b,Nuclear
Phf8l,Nuclear
Akap8l,Nuclear
Casp14,Other
Spmap2,Nuclear
Cdc34,Other
Elane,Nuclear
Med16,Nuclear
Mex3d,Nuclear
Mknk2,Other
Sf3a2,Nuclear
Lmnb2,Nuclear
Gadd45b,Nuclear
Tle2,Nuclear
Tle6,Nuclear
Sirt6,Nuclear
Zfp414,Nuclear
Zfp494,Nuclear
Ascl4,Nuclear
Nuak1,Nuclear
Nup37,Nuclear
Vezt,Nuclear
Myf5,Nuclear
Yeats4,Nuclear
Cpsf6,Nuclear
Llph,Nuclear
Tbk1,Other
Mars1,Other
Lrp1,Other
Eif3e,Other
Trps1,Nuclear
Utp23,Nuclear
Med30,Nuclear
Ndrg1,Other
Dscc1,Nuclear
Nsmce2,Nuclear
Grhl2,Nuclear
Zc3h3,Nuclear
Eef1d,Other
Tigd5,Nuclear
Exosc4,Other
Bop1,Nuclear
Foxh1,Nuclear
Ift27,Nuclear
Sh3bp1,Other
Eif3l,Nuclear
Rpl3,Other
Rbx1,Other
Polr3h,Nuclear
Snu13,Nuclear
Srebf2,Nuclear
Ttll12,Other
Smc1b,Nuclear
Pkdrej,Nuclear
Nap1l6,Nuclear
Ppp6r2,Other
Sbf1,Nuclear
Ncaph2,Nuclear
Irak4,Other
Amigo2,Nuclear
Senp1,Other
Zfp641,Nuclear
Ddx23,Nuclear
Tuba1c,Nuclear
Mcrs1,Nuclear
Dip2b,Nuclear
Dazap2,Nuclear
Aaas,Nuclear
Sp7,Nuclear
Hoxc12,Nuclear
Cbx5,Nuclear
Rps9l1,Other
Amot,Nuclear
L3mbtl2,Nuclear
Ccdc82,Nuclear
Cwc15,Nuclear
Med17,Nuclear
Mbd3l2,Nuclear
Ubtfl1,Nuclear
Mbd3l1,Nuclear
Zfp653,Nuclear
Dpy19l2,Nuclear
Thyn1,Nuclear
Ei24,Other
Tbrg1,Nuclear
Sorl1,Other
Hinfp,Nuclear
Bcl9l,Nuclear
Bud13,Nuclear
Ddx10,Nuclear
Atm,Nuclear
Fbxo22,Nuclear
Bbs4,Nuclear
Arih1,Nuclear
Celf6,Nuclear
Parp6,Nuclear
Pias1,Other
Iqch,Nuclear
Ints14,Nuclear
Pclaf,Nuclear
Ciao2a,Other
Dapk2,Nuclear
Rora,Nuclear
Bnip2,Other
Rnf111,Other
Wdr72,Nuclear
Atosa,Nuclear
Leo1,Nuclear
Senp6,Other
Irak1bp1,Nuclear
Cep162,Nuclear
Morf4l1,Nuclear
Plscr4,Nuclear
Nup62cl,Nuclear
Xrn1,Other
Tfdp2,Nuclear
Rnf7,Other
Sox14,Nuclear
Uba5,Other
Abhd14b,Other
Parp3,Nuclear
Tex264,Other
Rbm5,Nuclear
Qrich1,Nuclear
Impdh2,Other
Wdr6,Other
Nckipsd,Nuclear
Shisa5,Nuclear
Atrip,Nuclear
Smarcc1,Nuclear
Ubp1,Nuclear
Myd88,Other
Zfp445,Nuclear
RGD1311745,Nuclear
Vwa5a,Nuclear
Ooep,Nuclear
Mllt1,Nuclear
Rfx2,Nuclear
Safb2,Nuclear
Kdm4b,Nuclear
Kat2b,Other
Apobec2,Nuclear
Bicral,Nuclear
Polr1c,Other
Hsp90ab1,Other
Tfap2d,Nuclear
Tfap2b,Nuclear
Pkhd1,Other
Prim2,Nuclear
Ptpn18,Nuclear
C9h2orf49,Nuclear
Mettl21c,Nuclear
Ercc5,Nuclear
Orc2,Nuclear
Ppil3,Nuclear
Clk1,Nuclear
Cdk15,Other
Sumo1,Other
Carf,Nuclear
Crygb,Nuclear
Ikzf2,Nuclear
Fsd1,Other
Arpc2,Nuclear
Cnot9,Other
Rnf25,Other
Stk36,Other
Prkag3,Other
Farsb,Other
Wdfy1,Other
Cul3,Nuclear
Dock10,Other
Sp110,Nuclear
Pask,Other
Ppp1r7,Nuclear
Cntnap5b,Nuclear
Fbxo11,Nuclear
Foxn2,Nuclear
Ndc80,Nuclear
Fer,Other
Sycp3l2,Nuclear
Rtraf,Nuclear
Fem1c,Nuclear
RGD1564748,Nuclear
Zfp711,Nuclear
Dach2,Nuclear
Pcgf6l1,Nuclear
Tbx22,Nuclear
Magee2,Nuclear
Nexmif,Nuclear
Cdx4,Nuclear
Foxo4,Other
Mageb6l1,Nuclear
Mageb6b1,Nuclear
Mageb11l1,Nuclear
Magebl1,Nuclear
Mageb6,Nuclear
Mageb5,Nuclear
Ppp4r3cl2,Nuclear
Usp26,Other
Mbnl3,Other
Cul4b,Nuclear
Suv39h1,Nuclear
Pqbp1,Nuclear
Spin2bl1,Nuclear
Klf8,Nuclear
Foxr2,Nuclear
Nxf3,Nuclear
Tceal1,Nuclear
Tspyl2,Nuclear
Magea8,Nuclear
Zrsr2,Nuclear
Syap1,Other
Txlng,Other
Tbl1x,Nuclear
Da2-19,Other
Mageb3,Nuclear
Ppp4r3c,Nuclear
Dmtf1l2,Nuclear
Rbm31y,Nuclear
H2ab2,Nuclear
Actrt1,Nuclear
Bcorl1,Nuclear
Elf4,Nuclear
Zfp280c,Nuclear
Magea13,Nuclear
Rbmx,Nuclear
Smptb,Nuclear
Rsl1d1,Nuclear
Hapstr1,Nuclear
Rbfox1,Nuclear
Ubn1,Nuclear
Mgrn1,Other
Glis2,Nuclear
Slx4,Nuclear
Zscan10,Nuclear
Srrm2,Nuclear
Rnf151,Nuclear
Eme2,Nuclear
Telo2,Other
Sox8,Nuclear
Pgap6,Nuclear
Cpeb4,Nuclear
Crebrf,Nuclear
Fbxw11,Other
Ranbp17,Nuclear
Spdl1,Nuclear
Wwc1,Other
Slu7,Nuclear
Ccnjl,Nuclear
Pwwp2a,Nuclear
Adam19,Nuclear
Surf6,Nuclear
Trim41,Other
Trim7,Nuclear
Maml1,Nuclear
Jade2,Nuclear
Aff4,Nuclear
Zfp692,Nuclear
Zfp672,Nuclear
Zfp39,Nuclear
Hist3h2ba,Nuclear
Flcn,Other
Rai1,Nuclear
Alkbh5,Nuclear
Specc1,Nuclear
Zfp287,Nuclear
Zfp18,Nuclear
Ctc1,Nuclear
Chd3,Nuclear
Senp3,Nuclear
Ybx2,Nuclear
Spag7,Nuclear
Phf12,Nuclear
Supt6h,Nuclear
Traf4,Other
Hic1,Nuclear
Ccnq,Nuclear
Tmem97,Nuclear
Nsrp1,Nuclear
Atad5,Nuclear
Psmd11,Other
Tmem98,Nuclear
Nle1,Nuclear
Slfn5,Nuclear
Slfn9,Nuclear
Chct1,Nuclear
Appbp2,Nuclear
Tbx2,Nuclear
Tbx4,Nuclear
Med13,Nuclear
Rnf43,Nuclear
Mpo,Nuclear
Taf11l1,Nuclear
Gapdhl6,Other
Utp18,Nuclear
Dlx4,Nuclear
Kat7,Other
Igf2bp1,Other
Ube2z,Other
Calcoco2,Other
Hoxb13,Nuclear
Hoxb3,Nuclear
Hoxb1,Nuclear
Tbx21,Nuclear
Osbpl7,Other
Sp2,Nuclear
Mllt6,Nuclear
Ikzf3,Other
Msl1,Nuclear
Smarce1,Nuclear
Dnajc7,Other
Zfp385c,Nuclear
Kat2a,Nuclear
Ezh1,Nuclear
Arl4d,Nuclear
Hrob,Nuclear
Meioc,Nuclear
Kif18b,Other
Hexim2,Nuclear
Tlk2,Nuclear
Dcaf7,Other
Strada,Other
Ddx42,Nuclear
Ftsj3,Nuclear
Smurf2,Nuclear
Bptf,Other
Gna13,Other
Abca6,Nuclear
Trim65,Other
Ube2o,Other
Usp36,Other
Cbx2,Nuclear
Cbx8,Nuclear
Faap100,Nuclear
Sirt7,Nuclear
Foxk2,Nuclear
Rab40b,Other
Fn3krp,Nuclear
Zfp207,Nuclear
Rimbp3,Nuclear
Smpd4,Nuclear
Klhl22,Other
Arvcf,Nuclear
Igf2bp2,Other
Etv5,Nuclear
Bcl6,Nuclear
Ubxn7,Nuclear
Tnk2,Other
Parp14,Other
Parp9,Other
Wdr5b,Nuclear
Gtf2e1,Nuclear
Usf3,Nuclear
Rmp64,Nuclear
Bbx,Nuclear
Hoxd10,Nuclear
Nfkbiz,Nuclear
Zbtb11,Nuclear
Prdm15,Nuclear
Zbtb21,Nuclear
Brwd1,Nuclear
Ets2,Nuclear
Sim2,Nuclear
Morc3,Nuclear
Son,Nuclear
Olig2,Nuclear
Urb1,Nuclear
Tiam1,Other
Bach1,Nuclear
Usp25,Other
Nrip1,Nuclear
C11h3orf38,Nuclear
Snapc2,Nuclear
Cers4,Nuclear
Pds5b,Nuclear
Rasl11a,Nuclear
Rnf6,Nuclear
Zkscan5,Nuclear
Cpsf4,Nuclear
Zfp316,Nuclear
Rnf216,Other
Foxk1,Nuclear
Papolb,Nuclear
Znf846,Nuclear
Zfp68,Nuclear
Zscan21,Nuclear
Cops6,Nuclear
Mblac1,Other
Mepce,Nuclear
Zcwpw1,Nuclear
Fbxo24,Nuclear
Lrwd1,Nuclear
Auts2,Nuclear
Sfswap,Nuclear
Sbno1,Nuclear
Mlxip,Nuclear
Anapc7,Nuclear
Kdm2b,Nuclear
Oas1i,Other
Oas1d,Other
Rbm19,Nuclear
Tbx5,Nuclear
Rfc5,Nuclear
Oasl,Other
Git2,Nuclear
Oasl2,Other
Myo18b,Nuclear
Ep400,Nuclear
Ddx51,Nuclear
Pole,Nuclear
Alkbh2,Nuclear
Sart3,Nuclear
Dtx2,Other
Baz2a,Nuclear
Asf1b,Nuclear
Yju2b,Nuclear
Lyl1,Nuclear
Klf1,Nuclear
Tnpo2,Nuclear
Serpinb3,Other
Serpinb13,Other
Rrn3,Nuclear
Ercc4,Nuclear
Cntnap5bl1,Nuclear
Gli2,Nuclear
Tfcp2l1,Nuclear
Ccnt2,Nuclear
Zranb3,Nuclear
Ubxn4,Nuclear
Dyrk3,Nuclear
Elk4,Nuclear
Rbbp5,Nuclear
Mdm4,Nuclear
Kdm5b,Nuclear
Elf3,Nuclear
Ipo9,Other
Pkp1,Nuclear
Igfn1,Nuclear
Cdc73,Nuclear
Rnf2,Nuclear
Trmt1l,Nuclear
Dhx9,Other
Tpr,Nuclear
Tor1aip2,Nuclear
Tor3a,Nuclear
Rabgap1l,Nuclear
Zbtb37,Nuclear
Klhl20,Other
Mettl18,Other
Tbx19,Nuclear
Pogk,Nuclear
Pbx1,Nuclear
Nuf2,Nuclear
Atf6,Nuclear
Mnda,Other
Exo1,Nuclear
Tp53bp2,Other
Brox,Nuclear
Ptpn14,Nuclear
Prox1,Other
Dtl,Nuclear
Utp25,Nuclear
Zfp281,Nuclear
Kiaa1614,Nuclear
Fbxo28,Nuclear
Rpap2,Other
Brdt,Nuclear
Zfp644,Nuclear
Aff1,Nuclear
Wdfy3,Other
Lin54,Nuclear
Enoph1,Nuclear
Hnrnpdl,Nuclear
Prdm8,Nuclear
Cdkl2,Nuclear
Ppef2,Other
Utp3,Nuclear
Uba6,Other
Cenpc,Nuclear
Txk,Other
Apbb2,Nuclear
Rbm47,Nuclear
Pds5a,Nuclear
Hmgb3,Nuclear
Med28,Nuclear
Ncapg,Nuclear
Anapc4,Nuclear
Fbxl5,Nuclear
Zbtb49,Nuclear
Slc75a1,Nuclear
Tnip2,Other
Fam193a,Nuclear
Nelfa,Nuclear
Fam53a,Nuclear
Sfi1,Other
Eif4enif1,Other
Drg1,Other
Patz1,Nuclear
Sf3a1,Nuclear
Urgcp,Other
Ikzf1,Nuclear
Eif6,Other
Adcy1,Nuclear
Peli1,Nuclear
Pus10,Other
Rel,Nuclear
Papolg,Other
Bcl11a,Nuclear
Fancl,Nuclear
Sptbn1,Other
Pcgf3,Nuclear
Synpo2l,Nuclear
Zfp503,Nuclear
Zfp385d,Nuclear
Thoc7,Other
Fezf2,Nuclear
Rcor2,Nuclear
Wdhd1,Nuclear
Ang,Nuclear
Zfp219,Nuclear
Supt16h,Nuclear
Sall2,Nuclear
Otx2,Nuclear
Acin1,Nuclear
Ngdn,Nuclear
Zfhx2,Nuclear
Dcaf11,Nuclear
Irf9,Other
Nfatc4,Other
Pspc1,Nuclear
Zmym2,Nuclear
Lats2,Other
Zdhhc20,Nuclear
Mtmr6,Nuclear
Spata13,Other
Zc3h13,Nuclear
Neil2,Nuclear
Pinx1,Nuclear
Hmbox1,Other
Zfp395,Other
Pnma2,Nuclear
Cdca2,Nuclear
Nkx3-1,Nuclear
Piwil2,Nuclear
Polr3d,Nuclear
Med4,Nuclear
Tdrd3,Other
Dach1,Nuclear
Bora,Nuclear
Dis3,Other
Pibf1,Nuclear
Klf12,Nuclear
Fbxl3,Other
Rbm26,Nuclear
Spry2,Other
Sox21,Nuclear
Ipo5,Other
Pxk,Other
Lsm5,Nuclear
Dux4,Nuclear
Pbrm1,Nuclear
Bap1,Other
Capn7,Nuclear
Eaf1,Nuclear
Btd,Nuclear
Ankrd28,Other
Ercc6,Nuclear
Arhgap22,Other
Ptpn20,Nuclear
Tmem38a,Nuclear
Med26,Nuclear
Klf2,Nuclear
Ell,Nuclear
Rfxank,Nuclear
Gmip,Other
Naf1,Other
Arhgap35,Other
Mfap3l,Nuclear
Spata4,Nuclear
Cdkn2aip,Nuclear
Stox2,Nuclear
Cenpu,Nuclear
Cnot7,Nuclear
Trmt9b,Nuclear
Prag1,Nuclear
Gtf2e2,Other
Mak16,Nuclear
Dusp26,Nuclear
Brf2,Nuclear
Thap1,Nuclear
Kat6a,Nuclear
Ing1,Nuclear
Efnb2,Other
Champ1,Nuclear
Irx4,Nuclear
Irx2,Nuclear
Irx1,Nuclear
Ice1,Nuclear
Tent4a,Nuclear
Zfp367,Nuclear
Dapk1,Nuclear
Rmi1,Nuclear
Fbxl21,Other
Nsd1,Nuclear
Zfp346,Nuclear
Nop16,Nuclear
Ippk,Nuclear
Bicd2,Other
Phf2,Nuclear
Zfp169,Nuclear
Dek,Nuclear
Kdm1b,Nuclear
Phactr1,Other
Tfap2a,Nuclear
Dsp,Nuclear
Rreb1,Nuclear
Fam50b,Nuclear
Scgn,Other
Hist1h2bq,Nuclear
Abt1,Nuclear
Hist1h2ac,Nuclear
Zfp184,Nuclear
Hist1h2an,Nuclear
Zkscan8,Nuclear
Zkscan3,Nuclear
Yae1,Nuclear
Cdk13,Nuclear
C17h7orf25,Nuclear
Zfp438,Nuclear
Wac,Nuclear
Wdr37,Nuclear
Akr1c1,Other
Net1,Nuclear
Calml3,Nuclear
Ankrd16,Nuclear
Sfmbt2,Nuclear
Camk1d,Nuclear
Mcm10,Nuclear
Hspa14,Other
Bmi1,Nuclear
Mastl,Nuclear
Magea14l1,Nuclear
Zfp407,Nuclear
Tshz1,Nuclear
Adnp2,Nuclear
Pard6g,Nuclear
Ark2n,Nuclear
Ark2c,Nuclear
Mex3c,Nuclear
Zfp608,Nuclear
Prdm6,Nuclear
Zfp532,Nuclear
Malt1,Other
Onecut2,Nuclear
Fbxo38,Nuclear
Rbm22,Nuclear
Tnfaip8,Nuclear
Mcc,Other
Sh3rf2,Nuclear
Tcerg1,Nuclear
Diaph1,Nuclear
Wdr55,Nuclear
Ctnna1,Nuclear
Wdr33,Nuclear
Ammecr1l,Nuclear
Sap130,Nuclear
Celf4,Nuclear
Elp2,Other
Zfp35,Nuclear
Nol4,Nuclear
Asxl3,Nuclear
Zfp521,Nuclear
Elac1,Other
Terb1,Nuclear
Gins3,Nuclear
Csnk2a2,Other
Cfap20,Nuclear
Usb1,Nuclear
Psme3ip1,Nuclear
Ogfod1,Other
Hmgxb4,Nuclear
Irx6,Nuclear
Irx3,Nuclear
Chd9,Other
Sall1,Nuclear
Snx20,Nuclear
Tent4b,Other
Usp38,Other
Smarca5,Nuclear
Rbmxl1,Nuclear
Acd,Nuclear
Pard6a,Other
Cenpt,Nuclear
Thap11,Nuclear
Esrp2,Nuclear
Nfat5,Other
Zfhx3,Nuclear
Ist1,Other
Zfp821,Nuclear
Zfp612,Nuclear
Exosc6,Other
Terf2ip,Nuclear
Meak7,Other
Usp10,Other
Snai3,Nuclear
Zfp276,Nuclear
Taf5l1,Nuclear
Setsip,Other
Rbm34,Nuclear
Hspa12a,Nuclear
Ssx2ip,Nuclear
Rnf146,Other
Pdcd6,Other
Brd9,Nuclear
Zfp541,Nuclear
Rgs17,Nuclear
Zbtb2,Nuclear
Riok2,Other
Chd1,Nuclear
Fam120b,Nuclear
Zfp54,Nuclear
Zfp53,Nuclear
Zc3h12d,Nuclear
Tab2,Other
Shprh,Nuclear
Cnot3,Nuclear
Zfp772,Nuclear
Zfp954,Nuclear
Zim1,Nuclear
Zfp667,Nuclear
U2af2,Nuclear
Zfp580,Nuclear
Zfp865,Nuclear
Zfp579,Nuclear
Kmt5c,Nuclear
Zfp329,Nuclear
Zfp110,Nuclear
Zbtb45,Nuclear
Sae1,Other
Npas1,Nuclear
Irf2bp1,Nuclear
Six5,Other
Ercc2,Nuclear
Zfp112,Nuclear
Zfp575,Nuclear
Zfp574,Nuclear
Cic,Nuclear
Exosc5,Other
B9d2,Nuclear
Hipk4,Nuclear
Itpkc,Nuclear
Egln2,Nuclear
Sptbn4,Nuclear
Dyrk1b,Nuclear
Supt5h,Nuclear
Zfp84,Nuclear
Ddx18,Nuclear
Wdr62,Nuclear
Clip3,Nuclear
Nfkbid,Nuclear
Setl2,Nuclear
Uba2,Nuclear
Tshz3,Nuclear
Uri1,Other
Plekhf1,Nuclear
Zfp819,Nuclear
Pnkp,Nuclear
Kash5,Nuclear
Tead2,Nuclear
Grwd1,Nuclear
E2f8,Nuclear
Heca,Nuclear
Hnrnph2,Nuclear
Smox,Other
Nxf2,Nuclear
Zmat1,Nuclear
Herc2,Other
Ndn,Other
Tars3,Nuclear
Chd2,Nuclear
Mctp2,Other
Blm,Nuclear
Unc45a,Other
Prc1,Nuclear
Mesp1,Nuclear
Ticrr,Nuclear
Det1,Nuclear
Mex3b,Nuclear
Mesd,Other
Cemip,Nuclear
Prss23,Nuclear
Tenm4,Nuclear
Usp35,Other
Ints4,Nuclear
Rsf1,Nuclear
Thap12,Nuclear
Uvrag,Nuclear
Atg16l2,Other
Numa1,Other
Btbd10,Nuclear
Usp47,Other
Trim21,Nuclear
Rrp8,Other
Egln1,Other
Wee1,Nuclear
Ipo7,Other
Usp31,Nuclear
Chp2,Other
Rbbp6,Nuclear
Kdm8,Nuclear
Nfatc2ip,Nuclear
Zfp771,Nuclear
Setd1a,Nuclear
Zfp668,Nuclear
Zfp646,Nuclear
Mcmbp,Nuclear
Wdr11,Other
Tacc2,Other
Sycp3l1,Nuclear
Ikzf5,Nuclear
Dcun1d3,Other
Rexo5,Nuclear
Fam53b,Nuclear
Fank1,Other
Nkx6-2,Nuclear
Lmntd2,Nuclear
Tnpo1,Other
Slc22a18,Nuclear
Tesmin,Nuclear
Ppp6r3,Other
Ovol1,Nuclear
Rela,Other
Tigd3,Nuclear
Ppp2r5b,Other
Taf6l,Nuclear
Hnrnpul2,Nuclear
Ints5,Other
Vwce,Other
Otud7a,Nuclear
Fan1,Nuclear
Pnma5,Nuclear
Trex2,Nuclear
Rorb,Nuclear
Ikbkg,Other
Rcl1,Nuclear
Ranbp6,Nuclear
Uhrf2,Nuclear
Cstf2t,Nuclear
Chuk,Other
Ankrd2,Other
Nkx2-3,Nuclear
Pabir1,Nuclear
Kank1,Nuclear
Dmrt2,Nuclear
Hif1an,Other
Ldb1,Nuclear
Nfkb2,Other
Pcgf6,Nuclear
Pdcd11,Other
Zfp518a,Nuclear
Tctn3,Nuclear
Cpeb3,Nuclear
Tnks2,Nuclear
Kif20b,Nuclear
Rbm20,Nuclear
Shoc2,Other
L3mbtl3,Nuclear
Epb41l2,Nuclear
Med23,Nuclear
Trim26,Other
Mdc1,Nuclear
Zbtb12,Nuclear
Ring1,Nuclear
Wdr46,Nuclear
Zbtb22,Nuclear
Taf11,Nuclear
Def6,Nuclear
Fance,Nuclear
Brpf3,Nuclear
Ppil1,Nuclear
Fgd2,Nuclear
Cmtr1,Nuclear
Ubash3a,Other
Rrp1b,Nuclear
Rrp1,Nuclear
Dnmt3l,Nuclear
Arid5b,Nuclear
Rtkn2,Nuclear
Mypn,Other
Vgll2,Nuclear
Msl3l2,Nuclear
Gcc2,Other
Cdk19,Other
Rev3l,Nuclear
Tspyl4,Nuclear
Scml4,Nuclear
Sobp,Nuclear
Prdm1,Nuclear
Ascc3,Other
Sim1,Nuclear
Tet1,Nuclear
Ell2,Nuclear
Mef2a,Nuclear
Zcchc9,Nuclear
Xrcc4,Other
Fam169a,Nuclear
Utp15,Nuclear
Rad17,Nuclear
Ipo11,Nuclear
Ercc8,Nuclear
Mier3,Nuclear
Ddx4,Nuclear
Drosha,Nuclear
Cwc15-ps3,Nuclear
Otulinl,Nuclear
Zfp704,Nuclear
Zfhx4,Nuclear
Samd7,Nuclear
Phc3,Nuclear
Usp13,Other
Dcun1d1,Nuclear
Plk4,Nuclear
Jade1,Other
Rimoc1,Other
Zfp131,Nuclear
Naa15,Other
Maml3,Nuclear
Tiparp,Nuclear
Mlf1,Nuclear
Rbbp4l1,Nuclear
Nmd3,Nuclear
Rbm46,Nuclear
Tdpoz2l5,Nuclear
Ilf2,Other
Gatad2b,Nuclear
Crtc2,Nuclear
Creb3l4,Nuclear
Mex3a,Other
Ubqln4,Other
Ash1l,Nuclear
Entrep3,Nuclear
Pbxip1,Other
Pogz,Other
Rfx5,Nuclear
Vps72,Nuclear
Scnm1,Nuclear
Tnfaip8l2,Nuclear
Prune1,Other
Mindy1,Nuclear
Cers2,Nuclear
Otud7b,Nuclear
H3c15,Nuclear
Polr3c,Nuclear
Prcc,Nuclear
Bcl9,Nuclear
Chd1l,Nuclear
Wdr3,Nuclear
Tent5c,Nuclear
Dclre1b,Nuclear
Rsbn1,Nuclear
Mov10,Other
Inka2,Nuclear
Wdr77,Other
Cept1,Nuclear
Lrif1,Nuclear
Taf13,Nuclear
Cdc14a,Nuclear
Ptbp2,Nuclear
Gstcd,Nuclear
Tet2,Nuclear
Zgrf1,Nuclear
Gbp4,Other
Zzz3,Nuclear
Nmi,Other
Mbd5,Nuclear
Marchf7,Other
Zeb2,Nuclear
Psmd14,Other
Csrnp3,Nuclear
Nostrin,Nuclear
Tlk1,Nuclear
Osbpl6,Other
Prkra,Other
Zfp385b,Nuclear
Ctnnd1,Other
Med19,Nuclear
Clp1,Nuclear
Smtnl1,Nuclear
Nup160,Nuclear
Fnbp4,Nuclear
Traf6,Other
Nat10,Nuclear
Meis2,Nuclear
Knstrn,Nuclear
Knl1,Nuclear
Dnajc17,Nuclear
Nusap1,Nuclear
Rpap1,Nuclear
Cdan1,Other
Ttbk2,Other
Hypk,Nuclear
Wdr76,Nuclear
Ctdspl2,Nuclear
Spg11,Other
